Source_Directory,seed_id,email,title,sentiment_score,content,link
seed 4,3,3_yuanx749@example.com,Provides clear explanations,8.0,"it's been a while since I looked at this function :) taking a look today, thanks for the fix",https://github.com/pandas-dev/pandas/pull/57471#issuecomment-1952191708
seed 4,3,3_yuanx749@example.com,Engages proactively,,,
seed 5,3,3_yuanx749@example.com,Provides clear explanations,,Thanks @yuanx749 ,https://github.com/pandas-dev/pandas/pull/58148#issuecomment-2040253758
seed 5,3,3_yuanx749@example.com,Provides clear explanations,8.0,"it's been a while since I looked at this function :) taking a look today, thanks for the fix",https://github.com/pandas-dev/pandas/pull/57471#issuecomment-1952191708
seed 5,3,3_yuanx749@example.com,Engages proactively,,,
report,3,3_yuanx749@example.com,Provides clear explanations,,Thanks @yuanx749 ,https://github.com/pandas-dev/pandas/pull/58148#issuecomment-2040253758
report,3,3_yuanx749@example.com,Provides clear explanations,8.0,"it's been a while since I looked at this function :) taking a look today, thanks for the fix",https://github.com/pandas-dev/pandas/pull/57471#issuecomment-1952191708
report,3,3_yuanx749@example.com,Engages proactively,,,
seed 4,4,4_agriyakhetarpal@example.com,Proactively seeks feedback,,"> Also, seeems like you're adding the terminal to the getting started page. If I'm not missing something, this means that anyone visiting that page will download all the wasm stuff, which I don't think it's great.

I agree with this.  With respect to what happens in the docs, it could be the same issue.  We don't want people to have to wait for docs pages to load because a bunch of downloading has to happen.

I'd also like to see how this actually looks when rendered.  It also seems that we'd need to update a LOT of docs pages if there is going to be a ""try it"" button for each one of our rendered API pages that works correctly.   But maybe I'm missing something.
",https://github.com/pandas-dev/pandas/pull/61061#issuecomment-2727601357
seed 4,4,4_agriyakhetarpal@example.com,Proactively seeks feedback,,"I'm +1 on giving this another go.

> maintain the shell if it's added and establish some relevant automations towards its upkeep.

What is the expected maintenance / upkeep?

> I'd like to propose reinstating this shell for the website (either on the same page, or elsewhere

Getting Started seems to be a natural place to me.",https://github.com/pandas-dev/pandas/issues/60747#issuecomment-2606090958
seed 4,4,4_agriyakhetarpal@example.com,Proactively seeks feedback,9.0,Great work here @agriyakhetarpal ,https://github.com/pandas-dev/pandas/pull/57896#issuecomment-2101005901
seed 4,4,4_agriyakhetarpal@example.com,Proactively seeks feedback,8.0,Thanks for sticking with this. It's looking close to merge,https://github.com/pandas-dev/pandas/pull/57896#issuecomment-2093632682
seed 4,4,4_agriyakhetarpal@example.com,Proactively seeks feedback,,"> I am not completely sure how to fix these tests ? I don't get why these aren't skipped completely? I would appreciate another pair of eyes on this; happy to receive pointers from someone experienced with the codebase :)

At least for the second test it looks like it is imperatively skipping for platforms that are not 64 bit. I take it the platform these are running on is still 64 bit but we are cross compiling to a 32 bit WASM target?

https://github.com/pandas-dev/pandas/blob/495f80896852e450badc8866ee7ebe8c434fa228/pandas/tests/indexes/datetimes/methods/test_resolution.py#L25
",https://github.com/pandas-dev/pandas/pull/57896#issuecomment-2008291467
seed 4,4,4_agriyakhetarpal@example.com,Demonstrates thoroughness,,"I assumed there is a generic wasm file for all examples, and that clicking on the try out would somehow pass the code to run to it. That's why I was proposing to use an external repo for it. If things are more complex I guess it's on to use whatever the sphinx plugin does.

Good point about the data files. I was thinking they were mostly used for the read_whatever methods. They do in some cases, like here: https://pandas.pydata.org/docs/reference/api/pandas.read_excel.html#pandas.read_excel

But surely worth to not include in the wasm the ones only used in the user guide if they won't be runnable.

Finding a solution to run the imports before the examples is clearly a must. It's surely fine to not run them, but include them in an initial cell in the notebook so users themselves run it.",https://github.com/pandas-dev/pandas/pull/61061#issuecomment-2735289237
seed 4,4,4_agriyakhetarpal@example.com,Demonstrates thoroughness,,"> I could, but it needs this PR to make it to a release: https://github.com/pypa/cibuildwheel/pull/2117

OK no problem. Thanks @agriyakhetarpal ",https://github.com/pandas-dev/pandas/pull/60756#issuecomment-2607909012
seed 4,4,4_agriyakhetarpal@example.com,Demonstrates thoroughness,,"> On the other hand, cibuildwheel in wheels.yml builds against Pyodide 0.26 at the moment.

Could you bump pyodide in for the wheel builds then to match the version in our unit tests?",https://github.com/pandas-dev/pandas/pull/60756#issuecomment-2607892541
seed 4,4,4_agriyakhetarpal@example.com,Demonstrates thoroughness,8.0,Thanks for sticking with this. It's looking close to merge,https://github.com/pandas-dev/pandas/pull/57896#issuecomment-2093632682
seed 5,4,4_agriyakhetarpal@example.com,Proactively seeks feedback,,"> Also, seeems like you're adding the terminal to the getting started page. If I'm not missing something, this means that anyone visiting that page will download all the wasm stuff, which I don't think it's great.

I agree with this.  With respect to what happens in the docs, it could be the same issue.  We don't want people to have to wait for docs pages to load because a bunch of downloading has to happen.

I'd also like to see how this actually looks when rendered.  It also seems that we'd need to update a LOT of docs pages if there is going to be a ""try it"" button for each one of our rendered API pages that works correctly.   But maybe I'm missing something.
",https://github.com/pandas-dev/pandas/pull/61061#issuecomment-2727601357
seed 5,4,4_agriyakhetarpal@example.com,Proactively seeks feedback,,"I'm +1 on giving this another go.

> maintain the shell if it's added and establish some relevant automations towards its upkeep.

What is the expected maintenance / upkeep?

> I'd like to propose reinstating this shell for the website (either on the same page, or elsewhere

Getting Started seems to be a natural place to me.",https://github.com/pandas-dev/pandas/issues/60747#issuecomment-2606090958
seed 5,4,4_agriyakhetarpal@example.com,Proactively seeks feedback,9.0,Great work here @agriyakhetarpal ,https://github.com/pandas-dev/pandas/pull/57896#issuecomment-2101005901
seed 5,4,4_agriyakhetarpal@example.com,Proactively seeks feedback,8.0,Thanks for sticking with this. It's looking close to merge,https://github.com/pandas-dev/pandas/pull/57896#issuecomment-2093632682
seed 5,4,4_agriyakhetarpal@example.com,Proactively seeks feedback,,"> I am not completely sure how to fix these tests ? I don't get why these aren't skipped completely? I would appreciate another pair of eyes on this; happy to receive pointers from someone experienced with the codebase :)

At least for the second test it looks like it is imperatively skipping for platforms that are not 64 bit. I take it the platform these are running on is still 64 bit but we are cross compiling to a 32 bit WASM target?

https://github.com/pandas-dev/pandas/blob/495f80896852e450badc8866ee7ebe8c434fa228/pandas/tests/indexes/datetimes/methods/test_resolution.py#L25
",https://github.com/pandas-dev/pandas/pull/57896#issuecomment-2008291467
seed 5,4,4_agriyakhetarpal@example.com,Demonstrates thoroughness,,"I assumed there is a generic wasm file for all examples, and that clicking on the try out would somehow pass the code to run to it. That's why I was proposing to use an external repo for it. If things are more complex I guess it's on to use whatever the sphinx plugin does.

Good point about the data files. I was thinking they were mostly used for the read_whatever methods. They do in some cases, like here: https://pandas.pydata.org/docs/reference/api/pandas.read_excel.html#pandas.read_excel

But surely worth to not include in the wasm the ones only used in the user guide if they won't be runnable.

Finding a solution to run the imports before the examples is clearly a must. It's surely fine to not run them, but include them in an initial cell in the notebook so users themselves run it.",https://github.com/pandas-dev/pandas/pull/61061#issuecomment-2735289237
seed 5,4,4_agriyakhetarpal@example.com,Demonstrates thoroughness,,"> I could, but it needs this PR to make it to a release: https://github.com/pypa/cibuildwheel/pull/2117

OK no problem. Thanks @agriyakhetarpal ",https://github.com/pandas-dev/pandas/pull/60756#issuecomment-2607909012
seed 5,4,4_agriyakhetarpal@example.com,Demonstrates thoroughness,,"> On the other hand, cibuildwheel in wheels.yml builds against Pyodide 0.26 at the moment.

Could you bump pyodide in for the wheel builds then to match the version in our unit tests?",https://github.com/pandas-dev/pandas/pull/60756#issuecomment-2607892541
seed 5,4,4_agriyakhetarpal@example.com,Demonstrates thoroughness,8.0,Thanks for sticking with this. It's looking close to merge,https://github.com/pandas-dev/pandas/pull/57896#issuecomment-2093632682
report,4,4_agriyakhetarpal@example.com,Proactively seeks feedback,,"> Also, seeems like you're adding the terminal to the getting started page. If I'm not missing something, this means that anyone visiting that page will download all the wasm stuff, which I don't think it's great.

I agree with this.  With respect to what happens in the docs, it could be the same issue.  We don't want people to have to wait for docs pages to load because a bunch of downloading has to happen.

I'd also like to see how this actually looks when rendered.  It also seems that we'd need to update a LOT of docs pages if there is going to be a ""try it"" button for each one of our rendered API pages that works correctly.   But maybe I'm missing something.
",https://github.com/pandas-dev/pandas/pull/61061#issuecomment-2727601357
report,4,4_agriyakhetarpal@example.com,Proactively seeks feedback,,"I'm +1 on giving this another go.

> maintain the shell if it's added and establish some relevant automations towards its upkeep.

What is the expected maintenance / upkeep?

> I'd like to propose reinstating this shell for the website (either on the same page, or elsewhere

Getting Started seems to be a natural place to me.",https://github.com/pandas-dev/pandas/issues/60747#issuecomment-2606090958
report,4,4_agriyakhetarpal@example.com,Proactively seeks feedback,9.0,Great work here @agriyakhetarpal ,https://github.com/pandas-dev/pandas/pull/57896#issuecomment-2101005901
report,4,4_agriyakhetarpal@example.com,Proactively seeks feedback,8.0,Thanks for sticking with this. It's looking close to merge,https://github.com/pandas-dev/pandas/pull/57896#issuecomment-2093632682
report,4,4_agriyakhetarpal@example.com,Proactively seeks feedback,,"> I am not completely sure how to fix these tests ? I don't get why these aren't skipped completely? I would appreciate another pair of eyes on this; happy to receive pointers from someone experienced with the codebase :)

At least for the second test it looks like it is imperatively skipping for platforms that are not 64 bit. I take it the platform these are running on is still 64 bit but we are cross compiling to a 32 bit WASM target?

https://github.com/pandas-dev/pandas/blob/495f80896852e450badc8866ee7ebe8c434fa228/pandas/tests/indexes/datetimes/methods/test_resolution.py#L25
",https://github.com/pandas-dev/pandas/pull/57896#issuecomment-2008291467
report,4,4_agriyakhetarpal@example.com,Demonstrates thoroughness,,"I assumed there is a generic wasm file for all examples, and that clicking on the try out would somehow pass the code to run to it. That's why I was proposing to use an external repo for it. If things are more complex I guess it's on to use whatever the sphinx plugin does.

Good point about the data files. I was thinking they were mostly used for the read_whatever methods. They do in some cases, like here: https://pandas.pydata.org/docs/reference/api/pandas.read_excel.html#pandas.read_excel

But surely worth to not include in the wasm the ones only used in the user guide if they won't be runnable.

Finding a solution to run the imports before the examples is clearly a must. It's surely fine to not run them, but include them in an initial cell in the notebook so users themselves run it.",https://github.com/pandas-dev/pandas/pull/61061#issuecomment-2735289237
report,4,4_agriyakhetarpal@example.com,Demonstrates thoroughness,,"> I could, but it needs this PR to make it to a release: https://github.com/pypa/cibuildwheel/pull/2117

OK no problem. Thanks @agriyakhetarpal ",https://github.com/pandas-dev/pandas/pull/60756#issuecomment-2607909012
report,4,4_agriyakhetarpal@example.com,Demonstrates thoroughness,,"> On the other hand, cibuildwheel in wheels.yml builds against Pyodide 0.26 at the moment.

Could you bump pyodide in for the wheel builds then to match the version in our unit tests?",https://github.com/pandas-dev/pandas/pull/60756#issuecomment-2607892541
report,4,4_agriyakhetarpal@example.com,Demonstrates thoroughness,8.0,Thanks for sticking with this. It's looking close to merge,https://github.com/pandas-dev/pandas/pull/57896#issuecomment-2093632682
seed 4,4,4_auderson@example.com,Thoroughly addresses edge cases,,,
seed 4,4,4_auderson@example.com,Proactively seeks feedback,,,
seed 5,4,4_auderson@example.com,Thoroughly addresses edge cases,,,
seed 5,4,4_auderson@example.com,Proactively seeks feedback,,,
report,4,4_auderson@example.com,Thoroughly addresses edge cases,,,
report,4,4_auderson@example.com,Proactively seeks feedback,,,
seed 4,4,4_datapythonista@example.com,Proactively addresses issues,,,
seed 4,4,4_datapythonista@example.com,Seeks collaborative input,,"> would you like me to add that CI job (`actions-310-numpy-126.yaml`) in this PR itself, or would you prefer it as a followup PR?

It's probably easiest to do both in a single PR, because we need to add the extra CI build to verify if the fixes are working, but we will also need those fixes to get a green CI to be able to merge it.",https://github.com/pandas-dev/pandas/issues/61588#issuecomment-2963051349
seed 4,4,4_datapythonista@example.com,Seeks collaborative input,,I've lost track - when are we dropping 3.10 support? Do we have discussion on this?,https://github.com/pandas-dev/pandas/issues/61585#issuecomment-2950168861
seed 5,4,4_datapythonista@example.com,Proactively addresses issues,,,
seed 5,4,4_datapythonista@example.com,Seeks collaborative input,,"> would you like me to add that CI job (`actions-310-numpy-126.yaml`) in this PR itself, or would you prefer it as a followup PR?

It's probably easiest to do both in a single PR, because we need to add the extra CI build to verify if the fixes are working, but we will also need those fixes to get a green CI to be able to merge it.",https://github.com/pandas-dev/pandas/issues/61588#issuecomment-2963051349
seed 5,4,4_datapythonista@example.com,Seeks collaborative input,,I've lost track - when are we dropping 3.10 support? Do we have discussion on this?,https://github.com/pandas-dev/pandas/issues/61585#issuecomment-2950168861
report,4,4_datapythonista@example.com,Proactively addresses issues,,,
report,4,4_datapythonista@example.com,Seeks collaborative input,,"> would you like me to add that CI job (`actions-310-numpy-126.yaml`) in this PR itself, or would you prefer it as a followup PR?

It's probably easiest to do both in a single PR, because we need to add the extra CI build to verify if the fixes are working, but we will also need those fixes to get a green CI to be able to merge it.",https://github.com/pandas-dev/pandas/issues/61588#issuecomment-2963051349
report,4,4_datapythonista@example.com,Seeks collaborative input,,I've lost track - when are we dropping 3.10 support? Do we have discussion on this?,https://github.com/pandas-dev/pandas/issues/61585#issuecomment-2950168861
seed 4,4,4_jbrockmendel@example.com,Proactively seeks feedback,6.0,"Looks like the code always assume nanoseconds when stringifying the index, at least according to the below comment:

https://github.com/pandas-dev/pandas/blob/1895c382296bca720acc358b996f4800dbdf6c9c/pandas/_libs/src/vendored/ujson/python/objToJSON.c#L1319

That's unfortunate that it doesn't raise....but it any case needs implementation",https://github.com/pandas-dev/pandas/issues/63236#issuecomment-3597066378
seed 4,4,4_jbrockmendel@example.com,Proactively seeks feedback,7.0,"The docstrings seem to have uncovered a bug:

```
>>> pd.to_timedelta([""1 days 06:05:01.00003""])
TimedeltaIndex(['1 days 06:05:01.000030'], dtype='timedelta64[us]', freq=None)
>>> pd.to_timedelta([""1 days 06:05:01.00003"", ""15.5us""])
TimedeltaIndex(['0 days 00:01:48.301000030', '0 days 00:00:00.000015500'], dtype='timedelta64[ns]', freq=None)
```

The parsed integer for the first element is not cast from micro to nano when the second element infers it needs nanos (or it should just reparse the full array?)",https://github.com/pandas-dev/pandas/pull/63196#issuecomment-3595743721
seed 4,4,4_jbrockmendel@example.com,Proactively seeks feedback,7.0,@jbrockmendel do you have a preference in which order to merge those different PRs? (I don't know if they will give a lot of conflicts) Feel free to go ahead merging in the way that is easiest for you,https://github.com/pandas-dev/pandas/pull/63146#issuecomment-3590644020
seed 4,4,4_jbrockmendel@example.com,Proactively seeks feedback,,BTW I posted some comments on the issue last week: https://github.com/pandas-dev/pandas/issues/56815,https://github.com/pandas-dev/pandas/pull/57754#issuecomment-2035405894
seed 4,4,4_jbrockmendel@example.com,Proactively seeks feedback,,"I have been working on a branch for pyarrow testing an alternative `to_pandas` implementation. I will try to finish that this week (that should then also be in time for including it in pyarrow 16.0), and then I will be able to give more concrete feedback here.",https://github.com/pandas-dev/pandas/pull/57754#issuecomment-2021136187
seed 4,4,4_jbrockmendel@example.com,Addresses comments effectively,7.0,@jbrockmendel do you have a preference in which order to merge those different PRs? (I don't know if they will give a lot of conflicts) Feel free to go ahead merging in the way that is easiest for you,https://github.com/pandas-dev/pandas/pull/63146#issuecomment-3590644020
seed 5,4,4_jbrockmendel@example.com,Proactively seeks feedback,6.0,"Looks like the code always assume nanoseconds when stringifying the index, at least according to the below comment:

https://github.com/pandas-dev/pandas/blob/1895c382296bca720acc358b996f4800dbdf6c9c/pandas/_libs/src/vendored/ujson/python/objToJSON.c#L1319

That's unfortunate that it doesn't raise....but it any case needs implementation",https://github.com/pandas-dev/pandas/issues/63236#issuecomment-3597066378
seed 5,4,4_jbrockmendel@example.com,Proactively seeks feedback,7.0,"The docstrings seem to have uncovered a bug:

```
>>> pd.to_timedelta([""1 days 06:05:01.00003""])
TimedeltaIndex(['1 days 06:05:01.000030'], dtype='timedelta64[us]', freq=None)
>>> pd.to_timedelta([""1 days 06:05:01.00003"", ""15.5us""])
TimedeltaIndex(['0 days 00:01:48.301000030', '0 days 00:00:00.000015500'], dtype='timedelta64[ns]', freq=None)
```

The parsed integer for the first element is not cast from micro to nano when the second element infers it needs nanos (or it should just reparse the full array?)",https://github.com/pandas-dev/pandas/pull/63196#issuecomment-3595743721
seed 5,4,4_jbrockmendel@example.com,Proactively seeks feedback,7.0,@jbrockmendel do you have a preference in which order to merge those different PRs? (I don't know if they will give a lot of conflicts) Feel free to go ahead merging in the way that is easiest for you,https://github.com/pandas-dev/pandas/pull/63146#issuecomment-3590644020
seed 5,4,4_jbrockmendel@example.com,Proactively seeks feedback,,BTW I posted some comments on the issue last week: https://github.com/pandas-dev/pandas/issues/56815,https://github.com/pandas-dev/pandas/pull/57754#issuecomment-2035405894
seed 5,4,4_jbrockmendel@example.com,Proactively seeks feedback,,"I have been working on a branch for pyarrow testing an alternative `to_pandas` implementation. I will try to finish that this week (that should then also be in time for including it in pyarrow 16.0), and then I will be able to give more concrete feedback here.",https://github.com/pandas-dev/pandas/pull/57754#issuecomment-2021136187
seed 5,4,4_jbrockmendel@example.com,Addresses comments effectively,7.0,@jbrockmendel do you have a preference in which order to merge those different PRs? (I don't know if they will give a lot of conflicts) Feel free to go ahead merging in the way that is easiest for you,https://github.com/pandas-dev/pandas/pull/63146#issuecomment-3590644020
report,4,4_jbrockmendel@example.com,Proactively seeks feedback,6.0,"Looks like the code always assume nanoseconds when stringifying the index, at least according to the below comment:

https://github.com/pandas-dev/pandas/blob/1895c382296bca720acc358b996f4800dbdf6c9c/pandas/_libs/src/vendored/ujson/python/objToJSON.c#L1319

That's unfortunate that it doesn't raise....but it any case needs implementation",https://github.com/pandas-dev/pandas/issues/63236#issuecomment-3597066378
report,4,4_jbrockmendel@example.com,Proactively seeks feedback,7.0,"The docstrings seem to have uncovered a bug:

```
>>> pd.to_timedelta([""1 days 06:05:01.00003""])
TimedeltaIndex(['1 days 06:05:01.000030'], dtype='timedelta64[us]', freq=None)
>>> pd.to_timedelta([""1 days 06:05:01.00003"", ""15.5us""])
TimedeltaIndex(['0 days 00:01:48.301000030', '0 days 00:00:00.000015500'], dtype='timedelta64[ns]', freq=None)
```

The parsed integer for the first element is not cast from micro to nano when the second element infers it needs nanos (or it should just reparse the full array?)",https://github.com/pandas-dev/pandas/pull/63196#issuecomment-3595743721
report,4,4_jbrockmendel@example.com,Proactively seeks feedback,7.0,@jbrockmendel do you have a preference in which order to merge those different PRs? (I don't know if they will give a lot of conflicts) Feel free to go ahead merging in the way that is easiest for you,https://github.com/pandas-dev/pandas/pull/63146#issuecomment-3590644020
report,4,4_jbrockmendel@example.com,Proactively seeks feedback,,BTW I posted some comments on the issue last week: https://github.com/pandas-dev/pandas/issues/56815,https://github.com/pandas-dev/pandas/pull/57754#issuecomment-2035405894
report,4,4_jbrockmendel@example.com,Proactively seeks feedback,,"I have been working on a branch for pyarrow testing an alternative `to_pandas` implementation. I will try to finish that this week (that should then also be in time for including it in pyarrow 16.0), and then I will be able to give more concrete feedback here.",https://github.com/pandas-dev/pandas/pull/57754#issuecomment-2021136187
report,4,4_jbrockmendel@example.com,Addresses comments effectively,7.0,@jbrockmendel do you have a preference in which order to merge those different PRs? (I don't know if they will give a lot of conflicts) Feel free to go ahead merging in the way that is easiest for you,https://github.com/pandas-dev/pandas/pull/63146#issuecomment-3590644020
seed 4,4,4_jorisvandenbossche@example.com,Improves test coverage,,,
seed 4,4,4_jorisvandenbossche@example.com,Ensures correctness in indexing,,Thanks @jorisvandenbossche ,https://github.com/pandas-dev/pandas/pull/60329#issuecomment-2501821581
seed 4,4,4_jorisvandenbossche@example.com,Ensures correctness in indexing,,"FWIW I noticed the xfails in test_pivot.py are going to require this, as there are tests that working with missing values as column labels",https://github.com/pandas-dev/pandas/pull/60329#issuecomment-2480127331
seed 5,4,4_jorisvandenbossche@example.com,Improves test coverage,,,
seed 5,4,4_jorisvandenbossche@example.com,Ensures correctness in indexing,,Thanks @jorisvandenbossche ,https://github.com/pandas-dev/pandas/pull/60329#issuecomment-2501821581
seed 5,4,4_jorisvandenbossche@example.com,Ensures correctness in indexing,,"FWIW I noticed the xfails in test_pivot.py are going to require this, as there are tests that working with missing values as column labels",https://github.com/pandas-dev/pandas/pull/60329#issuecomment-2480127331
report,4,4_jorisvandenbossche@example.com,Improves test coverage,,,
report,4,4_jorisvandenbossche@example.com,Ensures correctness in indexing,,Thanks @jorisvandenbossche ,https://github.com/pandas-dev/pandas/pull/60329#issuecomment-2501821581
report,4,4_jorisvandenbossche@example.com,Ensures correctness in indexing,,"FWIW I noticed the xfails in test_pivot.py are going to require this, as there are tests that working with missing values as column labels",https://github.com/pandas-dev/pandas/pull/60329#issuecomment-2480127331
seed 4,4,4_joshdunnlime@example.com,Advocates for user experience,,,
seed 4,4,4_joshdunnlime@example.com,Engages in constructive dialogue,,,
seed 5,4,4_joshdunnlime@example.com,Advocates for user experience,,,
seed 5,4,4_joshdunnlime@example.com,Engages in constructive dialogue,,,
report,4,4_joshdunnlime@example.com,Advocates for user experience,,,
report,4,4_joshdunnlime@example.com,Engages in constructive dialogue,,,
seed 4,4,4_kevsteramp@example.com,Communicates progress and challenges,,"> CI looks unrelated

The test that's failing is the one being added here.

https://github.com/pandas-dev/pandas/actions/runs/11700807499/job/32585578297?pr=60100#step:8:83",https://github.com/pandas-dev/pandas/pull/60100#issuecomment-2463297505
seed 4,4,4_kevsteramp@example.com,Communicates progress and challenges,,"Use the decorator `td.skip_if_no(""fsspec"")`.",https://github.com/pandas-dev/pandas/pull/60100#issuecomment-2448387501
seed 4,4,4_kevsteramp@example.com,Communicates progress and challenges,,@KevsterAmp - looks like the CI failures are related.,https://github.com/pandas-dev/pandas/pull/59743#issuecomment-2400870730
seed 4,4,4_kevsteramp@example.com,Communicates progress and challenges,,@KevsterAmp - can you merge main to kick off the CI again,https://github.com/pandas-dev/pandas/pull/59743#issuecomment-2392183531
seed 4,4,4_kevsteramp@example.com,Communicates progress and challenges,,"> @rhshadrach - Saw a couple of DataFrameGroupBy functions with the similar ""Degrees of Freedom"" to the current .std(). Should I change it as well to copy the doc on DataFrame (ie DataFrame.var)
> 
> https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.sem.html https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.var.html

Yep!",https://github.com/pandas-dev/pandas/pull/59425#issuecomment-2282754525
seed 4,4,4_kevsteramp@example.com,Seeks and incorporates feedback,,"> CI looks unrelated

The test that's failing is the one being added here.

https://github.com/pandas-dev/pandas/actions/runs/11700807499/job/32585578297?pr=60100#step:8:83",https://github.com/pandas-dev/pandas/pull/60100#issuecomment-2463297505
seed 4,4,4_kevsteramp@example.com,Seeks and incorporates feedback,,"Use the decorator `td.skip_if_no(""fsspec"")`.",https://github.com/pandas-dev/pandas/pull/60100#issuecomment-2448387501
seed 4,4,4_kevsteramp@example.com,Seeks and incorporates feedback,,@KevsterAmp - looks like the CI failures are related.,https://github.com/pandas-dev/pandas/pull/59743#issuecomment-2400870730
seed 4,4,4_kevsteramp@example.com,Seeks and incorporates feedback,,@KevsterAmp - can you merge main to kick off the CI again,https://github.com/pandas-dev/pandas/pull/59743#issuecomment-2392183531
seed 4,4,4_kevsteramp@example.com,Seeks and incorporates feedback,8.0,Thanks @KevsterAmp ,https://github.com/pandas-dev/pandas/pull/59608#issuecomment-2311321168
seed 4,4,4_kevsteramp@example.com,Seeks and incorporates feedback,,For you benchmark could you show before and after timings,https://github.com/pandas-dev/pandas/pull/59608#issuecomment-2310683688
seed 4,4,4_kevsteramp@example.com,Seeks and incorporates feedback,,Please view the CI logs as another test needs fixing https://github.com/pandas-dev/pandas/actions/runs/10337314281/job/28614031854?pr=59435,https://github.com/pandas-dev/pandas/pull/59435#issuecomment-2284502292
seed 4,4,4_kevsteramp@example.com,Seeks and incorporates feedback,,"> @rhshadrach - Saw a couple of DataFrameGroupBy functions with the similar ""Degrees of Freedom"" to the current .std(). Should I change it as well to copy the doc on DataFrame (ie DataFrame.var)
> 
> https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.sem.html https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.var.html

Yep!",https://github.com/pandas-dev/pandas/pull/59425#issuecomment-2282754525
seed 5,4,4_kevsteramp@example.com,Communicates progress and challenges,,"> CI looks unrelated

The test that's failing is the one being added here.

https://github.com/pandas-dev/pandas/actions/runs/11700807499/job/32585578297?pr=60100#step:8:83",https://github.com/pandas-dev/pandas/pull/60100#issuecomment-2463297505
seed 5,4,4_kevsteramp@example.com,Communicates progress and challenges,,"Use the decorator `td.skip_if_no(""fsspec"")`.",https://github.com/pandas-dev/pandas/pull/60100#issuecomment-2448387501
seed 5,4,4_kevsteramp@example.com,Communicates progress and challenges,,@KevsterAmp - looks like the CI failures are related.,https://github.com/pandas-dev/pandas/pull/59743#issuecomment-2400870730
seed 5,4,4_kevsteramp@example.com,Communicates progress and challenges,,@KevsterAmp - can you merge main to kick off the CI again,https://github.com/pandas-dev/pandas/pull/59743#issuecomment-2392183531
seed 5,4,4_kevsteramp@example.com,Communicates progress and challenges,,"> @rhshadrach - Saw a couple of DataFrameGroupBy functions with the similar ""Degrees of Freedom"" to the current .std(). Should I change it as well to copy the doc on DataFrame (ie DataFrame.var)
> 
> https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.sem.html https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.var.html

Yep!",https://github.com/pandas-dev/pandas/pull/59425#issuecomment-2282754525
seed 5,4,4_kevsteramp@example.com,Seeks and incorporates feedback,,"> CI looks unrelated

The test that's failing is the one being added here.

https://github.com/pandas-dev/pandas/actions/runs/11700807499/job/32585578297?pr=60100#step:8:83",https://github.com/pandas-dev/pandas/pull/60100#issuecomment-2463297505
seed 5,4,4_kevsteramp@example.com,Seeks and incorporates feedback,,"Use the decorator `td.skip_if_no(""fsspec"")`.",https://github.com/pandas-dev/pandas/pull/60100#issuecomment-2448387501
seed 5,4,4_kevsteramp@example.com,Seeks and incorporates feedback,,@KevsterAmp - looks like the CI failures are related.,https://github.com/pandas-dev/pandas/pull/59743#issuecomment-2400870730
seed 5,4,4_kevsteramp@example.com,Seeks and incorporates feedback,,@KevsterAmp - can you merge main to kick off the CI again,https://github.com/pandas-dev/pandas/pull/59743#issuecomment-2392183531
seed 5,4,4_kevsteramp@example.com,Seeks and incorporates feedback,8.0,Thanks @KevsterAmp ,https://github.com/pandas-dev/pandas/pull/59608#issuecomment-2311321168
seed 5,4,4_kevsteramp@example.com,Seeks and incorporates feedback,,For you benchmark could you show before and after timings,https://github.com/pandas-dev/pandas/pull/59608#issuecomment-2310683688
seed 5,4,4_kevsteramp@example.com,Seeks and incorporates feedback,,Please view the CI logs as another test needs fixing https://github.com/pandas-dev/pandas/actions/runs/10337314281/job/28614031854?pr=59435,https://github.com/pandas-dev/pandas/pull/59435#issuecomment-2284502292
seed 5,4,4_kevsteramp@example.com,Seeks and incorporates feedback,,"> @rhshadrach - Saw a couple of DataFrameGroupBy functions with the similar ""Degrees of Freedom"" to the current .std(). Should I change it as well to copy the doc on DataFrame (ie DataFrame.var)
> 
> https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.sem.html https://pandas.pydata.org/docs/reference/api/pandas.core.groupby.DataFrameGroupBy.var.html

Yep!",https://github.com/pandas-dev/pandas/pull/59425#issuecomment-2282754525
report,4,4_kevsteramp@example.com,Communicates progress and challenges,,"> CI looks unrelated

The test that's failing is the one being added here.

https://github.com/pandas-dev/pandas/actions/runs/11700807499/job/32585578297?pr=60100#step:8:83",https://github.com/pandas-dev/pandas/pull/60100#issuecomment-2463297505
report,4,4_kevsteramp@example.com,Communicates progress and challenges,,"Use the decorator `td.skip_if_no(""fsspec"")`.",https://github.com/pandas-dev/pandas/pull/60100#issuecomment-2448387501
report,4,4_kevsteramp@example.com,Communicates progress and challenges,,@KevsterAmp - looks like the CI failures are related.,https://github.com/pandas-dev/pandas/pull/59743#issuecomment-2400870730
